id,Keyword,Country,Location,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous URL inside,Previous URL,Current URL inside,Current URL,Previous date,Current date,Branded,Local,Navigational,Informational,Commercial,Transactional
684,牙肉腫痛止痛方法,HK,Hong Kong,"Featured snippet, People also ask, Sitelinks, Thumbnail",150,0,0.69,0,0,0,0,21,27,-6.0,,https://urbanlifehk.com/article/63086/%E7%89%99%E8%82%89%E8%85%AB%E7%97%9B%E5%8E%9F%E5%9B%A0-%E7%89%99%E8%82%89%E8%85%AB%E7%97%9B%E6%B6%88%E7%82%8E%E8%97%A5-%E7%89%99%E8%82%89%E8%85%AB%E7%97%9B%E6%B6%BC%E8%8C%B6-%E7%89%99%E8%82%89%E8%85%AB%E7%97%9B%E6%99%BA%E6%85%A7%E9%BD%92-%E7%89%99%E8%82%89%E8%85%AB%E7%97%9B%E9%B9%BD%E6%B0%B4-%E7%89%99%E8%82%89%E8%85%AB%E7%97%9B%E6%B6%BC%E8%8C%B6-%E7%89%99%E8%82%89%E8%85%AB%E7%97%9B%E7%A9%B4%E4%BD%8D,,https://urbanlifehk.com/article/63086/%E7%89%99%E8%82%89%E8%85%AB%E7%97%9B%E5%8E%9F%E5%9B%A0-%E7%89%99%E8%82%89%E8%85%AB%E7%97%9B%E6%B6%88%E7%82%8E%E8%97%A5-%E7%89%99%E8%82%89%E8%85%AB%E7%97%9B%E6%B6%BC%E8%8C%B6-%E7%89%99%E8%82%89%E8%85%AB%E7%97%9B%E6%99%BA%E6%85%A7%E9%BD%92-%E7%89%99%E8%82%89%E8%85%AB%E7%97%9B%E9%B9%BD%E6%B0%B4-%E7%89%99%E8%82%89%E8%85%AB%E7%97%9B%E6%B6%BC%E8%8C%B6-%E7%89%99%E8%82%89%E8%85%AB%E7%97%9B%E7%A9%B4%E4%BD%8D,2025-01-20 05:06:35,2025-04-25 17:03:46,False,False,False,True,False,False
685,黃綠色分泌物,HK,Hong Kong,"People also ask, Thumbnail",250,0,,0,0,0,0,50,29,21.0,,https://urbanlifehk.com/article/52271/%E9%99%B0%E9%81%93%E6%84%9F%E6%9F%93-%E7%99%BD%E5%B8%B6%E6%B5%81%E9%87%8F%E5%A4%9A-%E5%91%88%E9%BB%83%E7%B6%A0%E8%89%B2-%E5%A5%B3%E6%80%A7%E5%BF%85%E7%9F%A54%E5%A4%A7%E9%99%B0%E9%81%93%E7%95%B0%E5%B8%B8%E6%83%85%E6%B3%81%EF%BC%8B2%E7%A8%AE%E5%B8%B8%E8%A6%8B%E9%99%B0%E9%81%93%E6%84%9F%E6%9F%93%EF%BC%8B6%E5%80%8B%E9%A0%90%E9%98%B2%E8%B2%BC%E5%A3%AB,,https://urbanlifehk.com/article/52271/%E9%99%B0%E9%81%93%E6%84%9F%E6%9F%93-%E7%99%BD%E5%B8%B6%E6%B5%81%E9%87%8F%E5%A4%9A-%E5%91%88%E9%BB%83%E7%B6%A0%E8%89%B2-%E5%A5%B3%E6%80%A7%E5%BF%85%E7%9F%A54%E5%A4%A7%E9%99%B0%E9%81%93%E7%95%B0%E5%B8%B8%E6%83%85%E6%B3%81%EF%BC%8B2%E7%A8%AE%E5%B8%B8%E8%A6%8B%E9%99%B0%E9%81%93%E6%84%9F%E6%9F%93%EF%BC%8B6%E5%80%8B%E9%A0%90%E9%98%B2%E8%B2%BC%E5%A3%AB,2025-01-24 01:29:08,2025-05-02 09:03:14,False,False,False,True,False,False
686,牙痛止痛方法,HK,Hong Kong,"Sitelinks, Thumbnail, People also ask",200,0,,0,0,0,0,22,28,-6.0,,https://urbanlifehk.com/article/64613/%E7%89%99%E7%97%9B%E6%AD%A2%E7%97%9B%E6%96%B9%E6%B3%95-%E7%89%99%E7%97%9B%E5%8E%9F%E5%9B%A0-%E7%89%99%E7%97%9B%E6%AD%A2%E7%97%9B%E8%97%A5-%E7%89%99%E7%97%9B%E6%80%8E%E9%BA%BC%E8%BE%A6-%E7%89%99%E7%97%9B%E7%A9%B4%E4%BD%8D,,https://urbanlifehk.com/article/64613/%E7%89%99%E7%97%9B%E6%AD%A2%E7%97%9B%E6%96%B9%E6%B3%95-%E7%89%99%E7%97%9B%E5%8E%9F%E5%9B%A0-%E7%89%99%E7%97%9B%E6%AD%A2%E7%97%9B%E8%97%A5-%E7%89%99%E7%97%9B%E6%80%8E%E9%BA%BC%E8%BE%A6-%E7%89%99%E7%97%9B%E7%A9%B4%E4%BD%8D,2025-02-05 10:53:15,2025-04-17 00:42:30,False,False,False,True,False,False
687,鼻敏感噴劑,HK,Hong Kong,Thumbnail,150,0,0.21,0,0,0,0,33,27,6.0,,https://urbanlifehk.com/article/125629/%E8%BD%89%E5%AD%A3%E6%B3%A8%E6%84%8F%EF%BC%81%E6%AF%8F4%E4%BA%BA%E5%B0%B1%E6%9C%891%E5%80%8B%E9%BC%BB%E6%95%8F%EF%BC%81%E4%B8%80%E6%96%87%E6%95%99%E4%BD%A0%E6%8A%97%E6%95%8F%E6%8B%9B%E6%95%B8%EF%BC%8B,,https://urbanlifehk.com/article/32342/%E5%99%B4%E9%BC%BB%E5%8A%91-%E6%85%A2%E6%80%A7%E9%BC%BB%E7%82%8E%E5%92%8C%E9%BC%BB%E6%95%8F%E6%84%9F%E6%95%91%E6%98%9F-%E4%BD%BF%E7%94%A8%E5%99%B4%E9%BC%BB%E5%8A%91%E6%B3%A8%E6%84%8F%E4%BA%8B%E9%A0%85%EF%BC%8B%E5%89%AF%E4%BD%9C%E7%94%A8%EF%BC%8B%E5%AD%98%E6%94%BE%E6%96%B9%E6%B3%95,2025-02-03 18:08:28,2025-04-15 02:05:04,False,False,False,True,True,False
688,南瓜汤,HK,Hong Kong,"Featured snippet, Thumbnail, Knowledge panel",100,0,,0,0,0,0,24,24,,,https://urbanlifehk.com/article/101325/%E5%8D%97%E7%93%9C%E6%B9%AF-%E9%A3%9F%E8%AD%9C-%E5%81%9A%E6%B3%95-%E6%9D%90%E6%96%99-%E5%8A%9F%E6%95%88-%E6%B9%AF%E6%B0%B4%E9%A3%9F%E8%AD%9C-%E6%B8%9B%E8%82%A5%E9%A3%9F%E8%AD%9C,,https://urbanlifehk.com/article/128488/%E5%8D%97%E7%93%9C%E6%B9%AF,2025-01-28 13:27:12,2025-05-07 03:20:11,False,False,False,True,False,False
689,五指毛桃淮山茨實湯功效,HK,Hong Kong,"Featured snippet, People also ask, Sitelinks",200,0,,0,0,0,0,23,28,-5.0,,https://urbanlifehk.com/article/121875/%E4%BA%94%E6%8C%87%E6%AF%9B%E6%A1%83%E5%8A%9F%E6%95%88-%E5%AD%95%E5%A9%A6-%E4%BA%94%E6%8C%87%E6%AF%9B%E6%A1%83%E6%B9%AF-%E9%A3%9F%E8%AD%9C-%E5%8A%9F%E6%95%88-%E6%98%A5%E5%A4%A9%E6%B9%AF%E6%B0%B4,,https://urbanlifehk.com/article/121875/%E4%BA%94%E6%8C%87%E6%AF%9B%E6%A1%83%E5%8A%9F%E6%95%88-%E5%AD%95%E5%A9%A6-%E4%BA%94%E6%8C%87%E6%AF%9B%E6%A1%83%E6%B9%AF-%E9%A3%9F%E8%AD%9C-%E5%8A%9F%E6%95%88-%E6%98%A5%E5%A4%A9%E6%B9%AF%E6%B0%B4,2025-02-06 19:42:35,2025-04-19 16:18:31,False,False,False,True,False,False
690,引起痛風的食物,HK,Hong Kong,"Featured snippet, People also ask, Thumbnail, Sitelinks",150,1,0.02,0,0,0,0,33,29,4.0,,https://urbanlifehk.com/article/73092/%E7%97%9B%E9%A2%A8%E9%A3%B2%E9%A3%9F%E5%8E%9F%E5%89%87-%E7%97%9B%E9%A2%A8%E9%A3%B2%E9%A3%9F%E7%A6%81%E5%BF%8C%E8%A1%A8-%E7%97%9B%E9%A2%A8%E6%88%92%E5%8F%A3-%E7%97%9B%E9%A2%A8%E7%97%87%E9%A3%B2%E9%A3%9F%E6%8C%87%E5%8D%97,,https://urbanlifehk.com/article/73092/%E7%97%9B%E9%A2%A8%E9%A3%B2%E9%A3%9F%E5%8E%9F%E5%89%87-%E7%97%9B%E9%A2%A8%E9%A3%B2%E9%A3%9F%E7%A6%81%E5%BF%8C%E8%A1%A8-%E7%97%9B%E9%A2%A8%E6%88%92%E5%8F%A3-%E7%97%9B%E9%A2%A8%E7%97%87%E9%A3%B2%E9%A3%9F%E6%8C%87%E5%8D%97,2025-02-08 19:34:03,2025-04-23 10:29:12,False,False,False,True,False,False
691,皮膚乾燥痕癢,HK,Hong Kong,"People also ask, Thumbnail",200,0,0.39,0,0,0,0,22,28,-6.0,,https://urbanlifehk.com/article/57748/%E7%9A%AE%E8%86%9A%E4%B9%BE%E7%97%95-%E5%86%AC%E5%A4%A9-%E7%B4%93%E7%B7%A9-%E9%A3%B2%E9%A3%9F-%E6%BD%A4%E8%86%9A,,https://urbanlifehk.com/article/57748/%E7%9A%AE%E8%86%9A%E4%B9%BE%E7%97%95-%E5%86%AC%E5%A4%A9-%E7%B4%93%E7%B7%A9-%E9%A3%B2%E9%A3%9F-%E6%BD%A4%E8%86%9A,2025-01-23 14:45:06,2025-05-02 09:12:40,False,False,False,True,False,False
692,鹽酥雞,HK,Hong Kong,"Thumbnail, Knowledge panel",300,0,,0,0,0,0,68,27,41.0,,https://urbanlifehk.com/article/3315/%E4%B8%8D%E7%94%A8%E5%86%8D%E7%A9%BA%E9%81%8B%E5%9B%9E%E6%B8%AF-%E5%9C%A8%E5%AE%B620%E5%88%86%E9%90%98%E5%81%9A%E8%B6%85%E9%82%AA%E6%83%A1%E9%B9%BD%E9%85%A5%E9%9B%9E,,https://urbanlifehk.com/article/3315/%E4%B8%8D%E7%94%A8%E5%86%8D%E7%A9%BA%E9%81%8B%E5%9B%9E%E6%B8%AF-%E5%9C%A8%E5%AE%B620%E5%88%86%E9%90%98%E5%81%9A%E8%B6%85%E9%82%AA%E6%83%A1%E9%B9%BD%E9%85%A5%E9%9B%9E,2025-02-04 15:16:26,2025-05-05 04:43:07,False,False,False,True,False,False
693,痛風不能吃的食物,HK,Hong Kong,"Featured snippet, Thumbnail",300,0,,0,0,0,0,34,30,4.0,,https://urbanlifehk.com/article/73092/%E7%97%9B%E9%A2%A8%E9%A3%B2%E9%A3%9F%E5%8E%9F%E5%89%87-%E7%97%9B%E9%A2%A8%E9%A3%B2%E9%A3%9F%E7%A6%81%E5%BF%8C%E8%A1%A8-%E7%97%9B%E9%A2%A8%E6%88%92%E5%8F%A3-%E7%97%9B%E9%A2%A8%E7%97%87%E9%A3%B2%E9%A3%9F%E6%8C%87%E5%8D%97,,https://urbanlifehk.com/article/73092/%E7%97%9B%E9%A2%A8%E9%A3%B2%E9%A3%9F%E5%8E%9F%E5%89%87-%E7%97%9B%E9%A2%A8%E9%A3%B2%E9%A3%9F%E7%A6%81%E5%BF%8C%E8%A1%A8-%E7%97%9B%E9%A2%A8%E6%88%92%E5%8F%A3-%E7%97%9B%E9%A2%A8%E7%97%87%E9%A3%B2%E9%A3%9F%E6%8C%87%E5%8D%97,2025-01-31 16:00:04,2025-04-11 01:35:50,False,False,False,True,False,False
694,dove 止汗劑,HK,Hong Kong,Sitelinks,200,0,0.07,0,0,0,0,29,28,1.0,,https://urbanlifehk.com/article/68546/%E6%B6%88%E5%A7%94%E6%9C%83%E6%AD%A2%E6%B1%97%E5%8A%91%E6%8E%A8%E4%BB%8B-%E6%B6%88%E5%A7%94%E6%9C%83%E6%AD%A2%E6%B1%97%E5%8A%912021-%E6%AD%A2%E6%B1%97%E5%8A%91%E6%8E%A8%E8%96%A6-%E6%AD%A2%E6%B1%97%E5%8A%91%E7%94%A8%E6%B3%95-%E6%AD%A2%E6%B1%97%E5%8A%91nivea-%E6%AD%A2%E6%B1%97%E5%8A%91dove-%E6%AD%A2%E6%B1%97%E5%8A%91adidas,,https://urbanlifehk.com/article/68546/%E6%B6%88%E5%A7%94%E6%9C%83%E6%AD%A2%E6%B1%97%E5%8A%91%E6%8E%A8%E4%BB%8B-%E6%B6%88%E5%A7%94%E6%9C%83%E6%AD%A2%E6%B1%97%E5%8A%912021-%E6%AD%A2%E6%B1%97%E5%8A%91%E6%8E%A8%E8%96%A6-%E6%AD%A2%E6%B1%97%E5%8A%91%E7%94%A8%E6%B3%95-%E6%AD%A2%E6%B1%97%E5%8A%91nivea-%E6%AD%A2%E6%B1%97%E5%8A%91dove-%E6%AD%A2%E6%B1%97%E5%8A%91adidas,2025-02-08 04:56:53,2025-04-22 10:25:00,True,False,False,False,True,True
695,濕疹藥膏推薦,HK,Hong Kong,Thumbnail,100,0,,0,0,0,0,22,27,-5.0,,https://urbanlifehk.com/article/116368/%E6%BF%95%E7%96%B9%E8%97%A5%E8%86%8F%E6%8E%A8%E8%96%A6-%E7%84%A1%E9%A1%9E%E5%9B%BA%E9%86%87-%E5%AC%B0%E5%85%92-%E6%8E%A8%E4%BB%8B-%E8%88%92%E7%89%B9%E8%86%9A-%E7%84%A1%E6%AF%94%E8%86%8F,,https://urbanlifehk.com/article/116368/%E6%BF%95%E7%96%B9%E8%97%A5%E8%86%8F%E6%8E%A8%E8%96%A6-%E7%84%A1%E9%A1%9E%E5%9B%BA%E9%86%87-%E5%AC%B0%E5%85%92-%E6%8E%A8%E4%BB%8B-%E8%88%92%E7%89%B9%E8%86%9A-%E7%84%A1%E6%AF%94%E8%86%8F,2025-01-18 06:37:47,2025-04-22 16:58:08,False,False,False,True,True,False
696,除疤貼幾時用,HK,Hong Kong,"Featured snippet, People also ask, Sitelinks, Thumbnail",100,0,,1,0,-1,0,15,26,-11.0,,https://urbanlifehk.com/article/115306/%E7%9A%AE%E8%86%9A%E9%86%AB%E7%BE%8E%E9%86%AB%E7%94%9F%E6%8E%A8%E8%96%A6-%E5%A5%BD%E7%94%A8-%E8%A4%AA%E7%96%A4%E8%B2%BC-%E7%96%A4%E7%97%95,,https://urbanlifehk.com/article/115306/%E7%9A%AE%E8%86%9A%E9%86%AB%E7%BE%8E%E9%86%AB%E7%94%9F%E6%8E%A8%E8%96%A6-%E5%A5%BD%E7%94%A8-%E8%A4%AA%E7%96%A4%E8%B2%BC-%E7%96%A4%E7%97%95,2025-02-04 09:17:41,2025-04-17 03:45:38,False,False,False,True,True,False
697,生蛇病徵,HK,Hong Kong,"Featured snippet, People also ask, Sitelinks, Thumbnail",150,1,0.01,0,0,0,0,43,27,16.0,,https://urbanlifehk.com/article/121832/%E7%94%9F%E8%9B%87%E7%97%87%E7%8B%80-%E5%B8%B6%E7%8B%80%E7%9A%B0%E7%96%B9-%E4%B8%AD%E9%86%AB%E6%B2%BB%E7%99%82-%E5%82%B3%E6%9F%93-%E7%97%87%E7%8B%80-%E9%A2%A8%E9%9A%AA-%E6%9C%83%E7%97%8A%E7%99%92,,https://urbanlifehk.com/article/121832/%E7%94%9F%E8%9B%87%E7%97%87%E7%8B%80-%E5%B8%B6%E7%8B%80%E7%9A%B0%E7%96%B9-%E4%B8%AD%E9%86%AB%E6%B2%BB%E7%99%82-%E5%82%B3%E6%9F%93-%E7%97%87%E7%8B%80-%E9%A2%A8%E9%9A%AA-%E6%9C%83%E7%97%8A%E7%99%92,2025-01-26 22:42:27,2025-05-05 19:05:40,False,False,False,True,False,False
698,頸疣成因,HK,Hong Kong,"Featured snippet, Thumbnail, People also ask, Sitelinks",200,0,0.24,0,0,0,0,28,29,-1.0,,https://urbanlifehk.com/article/79198/%E7%96%A3%E7%9A%84%E7%A8%AE%E9%A1%9E-%E6%89%81%E5%B9%B3%E7%96%A3-%E5%B0%8B%E5%B8%B8%E7%96%A3%E6%9C%89%E4%BB%80%E9%BA%BC%E5%88%86%E5%88%A5-%E4%BA%86%E8%A7%A3%E7%9A%AE%E8%86%9A%E7%96%A3%E6%88%90%E5%9B%A0%E5%8F%8A%E6%B2%BB%E7%99%82,,https://urbanlifehk.com/article/79198/%E7%96%A3%E7%9A%84%E7%A8%AE%E9%A1%9E-%E6%89%81%E5%B9%B3%E7%96%A3-%E5%B0%8B%E5%B8%B8%E7%96%A3%E6%9C%89%E4%BB%80%E9%BA%BC%E5%88%86%E5%88%A5-%E4%BA%86%E8%A7%A3%E7%9A%AE%E8%86%9A%E7%96%A3%E6%88%90%E5%9B%A0%E5%8F%8A%E6%B2%BB%E7%99%82,2025-02-07 18:05:05,2025-04-22 10:07:52,False,False,False,True,False,False
699,耳仔,HK,Hong Kong,"Thumbnail, People also ask",350,1,,0,0,0,0,24,23,1.0,,https://urbanlifehk.com/article/113213/%E7%AA%81%E7%99%BC%E6%80%A7%E5%A4%B1%E8%81%B0-%E8%80%B3%E9%B3%B4-%E5%8E%9F%E5%9B%A0-%E7%97%87%E7%8B%80-%E5%BA%B7%E5%BE%A9-%E8%80%B3%E9%BC%BB%E5%96%89%E7%A7%91%E5%B0%88%E7%A7%91%E9%86%AB%E7%94%9F-%E9%BC%BB%E5%92%BD%E7%99%8C-%E9%AB%98%E5%A3%93%E6%B0%A7%E6%B2%BB%E7%99%82-%E9%A1%9E%E5%9B%BA%E9%86%87-%E5%8A%A9%E8%81%BD%E5%99%A8,,https://urbanlifehk.com/article/113213/%E7%AA%81%E7%99%BC%E6%80%A7%E5%A4%B1%E8%81%B0-%E8%80%B3%E9%B3%B4-%E5%8E%9F%E5%9B%A0-%E7%97%87%E7%8B%80-%E5%BA%B7%E5%BE%A9-%E8%80%B3%E9%BC%BB%E5%96%89%E7%A7%91%E5%B0%88%E7%A7%91%E9%86%AB%E7%94%9F-%E9%BC%BB%E5%92%BD%E7%99%8C-%E9%AB%98%E5%A3%93%E6%B0%A7%E6%B2%BB%E7%99%82-%E9%A1%9E%E5%9B%BA%E9%86%87-%E5%8A%A9%E8%81%BD%E5%99%A8,2025-02-05 10:05:16,2025-04-16 02:54:29,False,False,False,True,False,False
700,牙痛穴位,HK,Hong Kong,Thumbnail,250,0,,0,0,0,0,21,26,-5.0,,https://urbanlifehk.com/article/64613/%E7%89%99%E7%97%9B%E6%AD%A2%E7%97%9B%E6%96%B9%E6%B3%95-%E7%89%99%E7%97%9B%E5%8E%9F%E5%9B%A0-%E7%89%99%E7%97%9B%E6%AD%A2%E7%97%9B%E8%97%A5-%E7%89%99%E7%97%9B%E6%80%8E%E9%BA%BC%E8%BE%A6-%E7%89%99%E7%97%9B%E7%A9%B4%E4%BD%8D,,https://urbanlifehk.com/article/64613/%E7%89%99%E7%97%9B%E6%AD%A2%E7%97%9B%E6%96%B9%E6%B3%95-%E7%89%99%E7%97%9B%E5%8E%9F%E5%9B%A0-%E7%89%99%E7%97%9B%E6%AD%A2%E7%97%9B%E8%97%A5-%E7%89%99%E7%97%9B%E6%80%8E%E9%BA%BC%E8%BE%A6-%E7%89%99%E7%97%9B%E7%A9%B4%E4%BD%8D,2025-02-08 12:08:38,2025-04-20 15:17:17,False,False,False,True,False,False
701,脷底根生痱滋,HK,Hong Kong,"Thumbnail, Sitelinks, People also ask",150,0,,0,0,0,0,30,28,2.0,,https://urbanlifehk.com/article/116227/%E7%97%B1%E6%BB%8B%E8%86%8F%E6%8E%A8%E4%BB%8B-%E8%97%A5-%E8%B2%BC-%E8%97%A5%E8%86%8F-%E6%AD%A2%E7%97%9B-%E6%B6%88%E7%82%8E-%E5%8F%A3%E5%81%A5%E6%A8%82-%E5%94%87%E7%96%B9%E6%B6%88,,https://urbanlifehk.com/article/116227/%E7%97%B1%E6%BB%8B%E8%86%8F%E6%8E%A8%E4%BB%8B-%E8%97%A5-%E8%B2%BC-%E8%97%A5%E8%86%8F-%E6%AD%A2%E7%97%9B-%E6%B6%88%E7%82%8E-%E5%8F%A3%E5%81%A5%E6%A8%82-%E5%94%87%E7%96%B9%E6%B6%88,2025-02-04 06:30:01,2025-04-10 11:19:56,False,False,False,True,False,False
702,紅痣,HK,Hong Kong,"People also ask, Thumbnail, Sitelinks, Knowledge panel",200,0,,0,0,0,0,28,28,,,https://urbanlifehk.com/article/39059/%E8%82%9D%E7%99%8C%E5%85%88%E5%85%86-%E7%B4%85%E7%97%A3%E5%8E%9F%E5%9B%A0-%E8%82%9D%E5%8A%9F%E8%83%BD%E7%95%B0%E5%B8%B8-%E8%9C%98%E8%9B%9B%E7%8B%80%E7%B4%85%E7%97%A3-%E8%A1%80%E7%AE%A1%E7%98%A4,,https://urbanlifehk.com/article/39059/%E8%82%9D%E7%99%8C%E5%85%88%E5%85%86-%E7%B4%85%E7%97%A3%E5%8E%9F%E5%9B%A0-%E8%82%9D%E5%8A%9F%E8%83%BD%E7%95%B0%E5%B8%B8-%E8%9C%98%E8%9B%9B%E7%8B%80%E7%B4%85%E7%97%A3-%E8%A1%80%E7%AE%A1%E7%98%A4,2025-02-01 18:32:45,2025-04-11 22:35:47,False,False,False,True,False,False
703,血紅素低,HK,Hong Kong,"Featured snippet, People also ask, Thumbnail",100,0,0.02,0,0,0,0,27,27,,,https://urbanlifehk.com/article/72616/%E8%B2%A7%E8%A1%80%E6%8C%87%E6%95%B8%E8%A1%A8-%E8%A1%80%E7%B4%85%E7%B4%A0%E6%8C%87%E6%95%B8-%E8%B2%A7%E8%A1%80%E6%8C%87%E6%95%B810-%E8%B2%A7%E8%A1%80%E6%8C%87%E6%95%B811,,https://urbanlifehk.com/article/72616/%E8%B2%A7%E8%A1%80%E6%8C%87%E6%95%B8%E8%A1%A8-%E8%A1%80%E7%B4%85%E7%B4%A0%E6%8C%87%E6%95%B8-%E8%B2%A7%E8%A1%80%E6%8C%87%E6%95%B810-%E8%B2%A7%E8%A1%80%E6%8C%87%E6%95%B811,2025-01-26 05:28:46,2025-05-07 11:43:35,False,False,False,True,False,False
704,子宮水瘤,HK,Hong Kong,"Thumbnail, People also ask",100,0,,0,0,0,0,28,25,3.0,,https://urbanlifehk.com/article/44633/%E5%8D%B5%E5%B7%A2%E5%9B%8A%E8%85%AB-%E5%8D%B5%E5%B7%A2%E5%9B%8A%E8%85%AB%E7%97%87%E7%8B%80-%E6%B0%B4%E7%98%A4-%E8%82%89%E7%98%A4-%E8%A1%80%E7%98%A4-%E6%89%8B%E8%A1%93%E6%B2%BB%E7%99%82,,https://urbanlifehk.com/article/44633/%E5%8D%B5%E5%B7%A2%E5%9B%8A%E8%85%AB-%E5%8D%B5%E5%B7%A2%E5%9B%8A%E8%85%AB%E7%97%87%E7%8B%80-%E6%B0%B4%E7%98%A4-%E8%82%89%E7%98%A4-%E8%A1%80%E7%98%A4-%E6%89%8B%E8%A1%93%E6%B2%BB%E7%99%82,2025-02-02 20:02:23,2025-04-13 10:22:33,False,False,False,True,False,False
705,銀屑病原因,HK,Hong Kong,"Featured snippet, People also ask, Thumbnail",150,0,,0,0,0,0,25,28,-3.0,,https://urbanlifehk.com/article/42127/%E7%89%9B%E7%9A%AE%E7%99%AC%E6%88%90%E5%9B%A0-%E4%B8%8D%E6%9C%83%E5%82%B3%E6%9F%93%E5%8B%BF%E8%AA%A4%E8%A7%A3-%E9%8A%80%E5%B1%91%E7%97%85%E7%97%85%E5%9B%A0%EF%BC%8B%E7%97%87%E7%8B%80%EF%BC%8B%E6%88%92%E5%8F%A3%E5%AE%9C%E5%BF%8C%EF%BC%8B%E6%B2%BB%E7%99%82%E8%88%87%E8%AD%B7%E7%90%86%E6%96%B9%E6%B3%95,,https://urbanlifehk.com/article/42127/%E7%89%9B%E7%9A%AE%E7%99%AC%E6%88%90%E5%9B%A0-%E4%B8%8D%E6%9C%83%E5%82%B3%E6%9F%93%E5%8B%BF%E8%AA%A4%E8%A7%A3-%E9%8A%80%E5%B1%91%E7%97%85%E7%97%85%E5%9B%A0%EF%BC%8B%E7%97%87%E7%8B%80%EF%BC%8B%E6%88%92%E5%8F%A3%E5%AE%9C%E5%BF%8C%EF%BC%8B%E6%B2%BB%E7%99%82%E8%88%87%E8%AD%B7%E7%90%86%E6%96%B9%E6%B3%95,2025-01-21 06:40:18,2025-04-30 16:17:11,False,False,False,True,False,False
706,爆肺後注意,HK,Hong Kong,"Featured snippet, People also ask, Sitelinks, Thumbnail",100,0,,0,0,0,0,25,26,-1.0,,https://urbanlifehk.com/article/45672/%E7%88%86%E8%82%BA%E6%88%90%E5%9B%A0-%E6%AD%8C%E6%89%8B%E8%AC%9D%E5%AE%89%E7%90%AA%E6%9B%BE%E5%9B%A0%E5%94%B1%E6%AD%8C%E5%B0%8E%E8%87%B44%E6%AC%A1-%E7%88%86%E8%82%BA-%E3%80%80%E4%B8%80%E6%96%87%E7%9C%8B%E6%B8%85%E6%B0%A3%E8%83%B8%E7%97%87%E7%8B%80%E5%92%8C10%E5%A4%A7%E9%AB%98%E5%8D%B1%E4%BA%BA%E5%A3%AB,,https://urbanlifehk.com/article/45672/%E7%88%86%E8%82%BA%E6%88%90%E5%9B%A0-%E6%AD%8C%E6%89%8B%E8%AC%9D%E5%AE%89%E7%90%AA%E6%9B%BE%E5%9B%A0%E5%94%B1%E6%AD%8C%E5%B0%8E%E8%87%B44%E6%AC%A1-%E7%88%86%E8%82%BA-%E3%80%80%E4%B8%80%E6%96%87%E7%9C%8B%E6%B8%85%E6%B0%A3%E8%83%B8%E7%97%87%E7%8B%80%E5%92%8C10%E5%A4%A7%E9%AB%98%E5%8D%B1%E4%BA%BA%E5%A3%AB,2025-02-02 14:25:55,2025-04-13 12:30:32,False,False,False,True,False,False
707,bb便秘解決方法即時,HK,Hong Kong,"Thumbnail, People also ask, Sitelinks",200,1,1.01,0,0,0,0,28,29,-1.0,,https://urbanlifehk.com/article/62397/%E4%BE%BF%E7%A7%98%E9%A3%B2%E9%A3%9F-%E5%AD%95%E5%A9%A6%E4%BE%BF%E7%A7%98-%E5%AC%B0%E5%85%92%E4%BE%BF%E7%A7%98,,https://urbanlifehk.com/article/62397/%E4%BE%BF%E7%A7%98%E9%A3%B2%E9%A3%9F-%E5%AD%95%E5%A9%A6%E4%BE%BF%E7%A7%98-%E5%AC%B0%E5%85%92%E4%BE%BF%E7%A7%98,2025-01-27 02:35:39,2025-05-06 13:21:04,False,False,False,True,False,False
708,皮膚 疣,HK,Hong Kong,"Sitelinks, People also ask, Knowledge panel, Thumbnail",100,0,0.47,0,0,0,0,31,27,4.0,,https://urbanlifehk.com/article/121922/%E7%9A%AE%E8%86%9A%E7%96%A3-%E7%96%A3%E5%82%B3%E6%9F%93%E9%80%94%E5%BE%91-%E7%96%A3%E7%9A%84%E6%88%90%E5%9B%A0-%E7%96%A3%E7%9A%84%E9%A0%90%E9%98%B2%E6%96%B9%E6%B3%95-%E8%84%AB%E7%96%A3%E6%96%B9,,https://urbanlifehk.com/article/121922/%E7%9A%AE%E8%86%9A%E7%96%A3-%E7%96%A3%E5%82%B3%E6%9F%93%E9%80%94%E5%BE%91-%E7%96%A3%E7%9A%84%E6%88%90%E5%9B%A0-%E7%96%A3%E7%9A%84%E9%A0%90%E9%98%B2%E6%96%B9%E6%B3%95-%E8%84%AB%E7%96%A3%E6%96%B9,2025-01-30 06:54:10,2025-04-10 13:06:49,False,False,False,True,False,False
